GeneID	dN	dS	dNdS
BLGH_05599	0.001	0.005	0.2
BLGH_05600	0.003	0	Inf
BLGH_05601	0.004	0	Inf
BLGH_05602	0.021	0.024	0.875
BLGH_05603	0	0.016	0
BLGH_05604	0	0.004	0
BLGH_05605	0	0.003	0
BLGH_05606	0.002	0	Inf
BLGH_05607	0.002	0.009	0.2222
BLGH_05608	0.032	0.027	1.1852
BLGH_05609	0	0	NA
BLGH_05610	0.001	0.003	0.3333
BLGH_05611	0	0.001	0
BLGH_05612	0.005	0	Inf
BLGH_05613	0.001	0.001	1
BLGH_05614	0.003	0.006	0.5
BLGH_05615	0	0.003	0
BLGH_05616	0	0.003	0
BLGH_05617	0.007	0.004	1.75
BLGH_05618	0	0	NA
BLGH_05619	0.002	0.006	0.3333
BLGH_05620	0.003	0	Inf
BLGH_05621	0.002	0.002	1
BLGH_05622	0	0.004	0
BLGH_05623	0	0.004	0
BLGH_05624	0.001	0.002	0.5
BLGH_05625	0	0	NA
BLGH_05626	0	0	NA
BLGH_05627	0	0	NA
BLGH_05628	0	0.004	0
BLGH_05629	0	0	NA
BLGH_05630	0.002	0	Inf
BLGH_05631	0	0.006	0
BLGH_05632	0	0.002	0
BLGH_05633	0.008	0.014	0.5714
BLGH_05634	0.006	0.015	0.4
BLGH_05635	0	0.012	0
BLGH_05636	0.005	0.019	0.2632
BLGH_05637	0	0.004	0
BLGH_05638	0	0.005	0
BLGH_05639	0.005	0.004	1.25
BLGH_05640	0.001	0.004	0.25
BLGH_05641	0	0.003	0
BLGH_05642	0.008	0.012	0.6667
BLGH_05643	0	0.004	0
BLGH_05644	0.002	0.004	0.5
BLGH_05645	0	0	NA
BLGH_05646	0.03	0.043	0.6977
BLGH_05647	0.004	0.007	0.5714
BLGH_05648	0.003	0.004	0.75
BLGH_05649	0.004	0	Inf
BLGH_05650	0	0.006	0
BLGH_05651	0.001	0.002	0.5
BLGH_05652	0	0.009	0
BLGH_05653	0.001	0.003	0.3333
BLGH_05654	0.001	0.005	0.2
BLGH_05655	0.002	0.007	0.2857
BLGH_05656	0	0	NA
BLGH_05657	0.028	0.043	0.6512
BLGH_05658	0.028	0.051	0.549
BLGH_05659	0.027	0.056	0.4821
BLGH_05661	0.022	0.042	0.5238
BLGH_05662	0.001	0.003	0.3333
BLGH_05663	0.004	0.01	0.4
BLGH_05664	0.004	0.002	2
BLGH_05666	0.005	0.011	0.4545
BLGH_05667	0.001	0	Inf
BLGH_05668	0	0.008	0
BLGH_05670	0	0	NA
BLGH_05671	0.006	0.003	2
BLGH_05672	0	0	NA
BLGH_05673	0	0.009	0
BLGH_05674	0	0.001	0
BLGH_05675	0	0.002	0
BLGH_05676	0.002	0.005	0.4
BLGH_05677	0	0.006	0
BLGH_05678	0.002	0.009	0.2222
BLGH_05679	0.002	0.005	0.4
BLGH_05680	0	0.004	0
BLGH_05681	0.003	0	Inf
BLGH_05682	0	0	NA
BLGH_05684	0.006	0.013	0.4615
BLGH_05685	0	0.003	0
BLGH_05686	0	0	NA
BLGH_05687	0.002	0.008	0.25
BLGH_05688	0.03	0.034	0.8824
BLGH_05689	0	0	NA
BLGH_05690	0.002	0	Inf
BLGH_05691	0.029	0.026	1.1154
BLGH_05692	0.001	0.002	0.5
BLGH_05693	0	0	NA
BLGH_05694	0.003	0.006	0.5
BLGH_05695	0.028	0.047	0.5957
BLGH_05696	0.013	0.018	0.7222
BLGH_05697	0	0.007	0
BLGH_05698	0.004	0.003	1.3333
BLGH_05699	0.001	0.002	0.5
BLGH_05700	0.002	0.002	1
BLGH_05701	0.022	0.016	1.375
BLGH_05702	0.005	0.004	1.25
BLGH_05703	0	0.003	0
BLGH_05704	0	0	NA
BLGH_05705	0.001	0.006	0.1667
BLGH_05706	0	0.003	0
BLGH_05707	0.006	0.012	0.5
BLGH_05708	0	0	NA
BLGH_05709	0.001	0	Inf
BLGH_05710	0	0	NA
BLGH_05711	0.024	0.027	0.8889
BLGH_05716	0.152	0.302	0.5033
BLGH_05717	0.005	0.004	1.25
BLGH_05718	0.005	0.011	0.4545
BLGH_05719	0	0.011	0
BLGH_05720	0.001	0.02	0.05
BLGH_05721	0.004	0.009	0.4444
BLGH_05722	0.016	0.009	1.7778
BLGH_05723	0	0	NA
BLGH_05724	0	0.003	0
BLGH_05725	0.033	0.041	0.8049
BLGH_05726	0	0	NA
BLGH_05727	0	0	NA
BLGH_05728	0	0.003	0
BLGH_05729	0.002	0	Inf
BLGH_05730	0	0	NA
BLGH_05731	0	0.002	0
BLGH_05732	0.031	0.023	1.3478
BLGH_05733	0	0.015	0
BLGH_05734	0	0.008	0
BLGH_05735	0	0.003	0
BLGH_05736	0.013	0	Inf
BLGH_05737	0.002	0.003	0.6667
BLGH_05738	0	0.002	0
BLGH_05739	0	0	NA
BLGH_05740	0	0	NA
BLGH_05741	0.009	0.016	0.5625
BLGH_05742	0	0.005	0
BLGH_05743	0.001	0.013	0.0769
BLGH_05744	0.002	0.002	1
BLGH_05745	0.001	0.002	0.5
BLGH_05746	0.003	0.026	0.1154
BLGH_05747	0	0.015	0
BLGH_05748	0.001	0.005	0.2
BLGH_05749	0.002	0.004	0.5
BLGH_05750	0	0.002	0
BLGH_05751	0.006	0.012	0.5
BLGH_05752	0	0.005	0
BLGH_05753	0.004	0.005	0.8
BLGH_05754	0.03	0.027	1.1111
BLGH_05755	0.004	0	Inf
BLGH_05756	0.002	0.015	0.1333
BLGH_05758	0.008	0	Inf
BLGH_05759	0.004	0.006	0.6667
BLGH_05760	0.002	0.012	0.1667
BLGH_05761	0.006	0.007	0.8571
BLGH_05762	0.006	0	Inf
BLGH_05763	0.006	0.013	0.4615
BLGH_05764	0	0.006	0
BLGH_05765	0.008	0.001	8
BLGH_05766	0	0.009	0
BLGH_05767	0	0.006	0
BLGH_05768	0.004	0	Inf
BLGH_05769	0.002	0.005	0.4
BLGH_05770	0	0.006	0
BLGH_05771	0	0.005	0
BLGH_05772	0.003	0.003	1
BLGH_05773	0	0	NA
BLGH_05774	0	0	NA
BLGH_05775	0	0	NA
BLGH_05776	0.006	0.005	1.2
BLGH_05777	0.002	0	Inf
BLGH_05778	0.195	0.197	0.9898
BLGH_05779	0.002	0.005	0.4
BLGH_05780	0	0	NA
BLGH_05781	0.004	0.011	0.3636
BLGH_05782	0.001	0.002	0.5
BLGH_05783	0.003	0.008	0.375
BLGH_05784	0.001	0.003	0.3333
BLGH_05785	0.004	0	Inf
BLGH_05786	0	0.002	0
BLGH_05787	0	0.004	0
BLGH_05788	0	0.001	0
BLGH_05789	0.001	0.002	0.5
BLGH_05790	0.001	0	Inf
BLGH_05791	0.001	0	Inf
BLGH_05792	0	0	NA
BLGH_05793	0	0.005	0
BLGH_05794	0	0.003	0
BLGH_05795	0	0.003	0
BLGH_05796	0.082	0.086	0.9535
BLGH_05797	0.002	0.004	0.5
BLGH_05798	0.002	0.012	0.1667
BLGH_05799	0	0.005	0
BLGH_05800	0	0	NA
BLGH_05801	0.001	0	Inf
BLGH_05802	0	0	NA
BLGH_05803	0	0.004	0
BLGH_05804	0.002	0.002	1
BLGH_05805	0.002	0.002	1
BLGH_05806	0.002	0.004	0.5
BLGH_05807	0.001	0	Inf
BLGH_05808	0.001	0.004	0.25
BLGH_05809	0.001	0.003	0.3333
BLGH_05810	0	0	NA
BLGH_05811	0	0.004	0
BLGH_05812	0	0	NA
BLGH_05813	0	0	NA
BLGH_05814	0	0.004	0
BLGH_05815	0	0.003	0
BLGH_05816	0	0.004	0
BLGH_05817	0	0	NA
BLGH_05818	0	0.01	0
BLGH_05819	0	0	NA
BLGH_05820	0.001	0	Inf
BLGH_05821	0	0.008	0
BLGH_05822	0	0.006	0
BLGH_05823	0	0	NA
BLGH_05824	0.028	0.042	0.6667
BLGH_05825	0.002	0.011	0.1818
BLGH_05826	0.002	0.015	0.1333
BLGH_05827	0.001	0.004	0.25
BLGH_05828	0.001	0.005	0.2
BLGH_05829	0	0.002	0
BLGH_05830	0.001	0.002	0.5
BLGH_05831	0	0.003	0
BLGH_05832	0	0	NA
BLGH_05833	0.001	0.002	0.5
BLGH_05834	0	0	NA
BLGH_05835	0.006	0.015	0.4
BLGH_05837	0.002	0	Inf
BLGH_05838	0.013	0.016	0.8125
BLGH_05839	0.002	0.001	2
BLGH_05840	0.004	0	Inf
BLGH_05841	0	0.005	0
BLGH_05842	0	0.004	0
BLGH_05843	0	0.009	0
BLGH_05844	0	0	NA
BLGH_05845	0	0.006	0
BLGH_05846	0	0	NA
BLGH_05847	0	0.001	0
BLGH_05848	0.002	0.003	0.6667
BLGH_05849	0.055	0.048	1.1458
BLGH_05850	0	0	NA
BLGH_05851	0.006	0.004	1.5
BLGH_05852	0	0.01	0
BLGH_05853	0.001	0.057	0.0175
BLGH_05854	0	0.002	0
BLGH_05855	0.005	0.01	0.5
BLGH_05856	0.008	0.023	0.3478
BLGH_05857	0.014	0.024	0.5833
BLGH_05858	0.001	0	Inf
BLGH_05859	0	0	NA
BLGH_05860	0.001	0	Inf
BLGH_05861	0.001	0.003	0.3333
BLGH_05862	0	0.009	0
BLGH_05863	0	0.012	0
BLGH_05864	0.003	0.009	0.3333
BLGH_05865	0	0.01	0
BLGH_05866	0	0.003	0
BLGH_05867	0.001	0.002	0.5
BLGH_05868	0.003	0.013	0.2308
BLGH_05869	0	0	NA
BLGH_05870	0	0	NA
BLGH_05871	0.006	0.014	0.4286
BLGH_05872	0.002	0.003	0.6667
BLGH_05873	0.002	0.005	0.4
BLGH_05874	0.003	0.016	0.1875
BLGH_05875	0.015	0.028	0.5357
BLGH_05878	0.007	0.011	0.6364
BLGH_05879	0.051	0.064	0.7969
BLGH_05880	0.001	0.002	0.5
BLGH_05881	0	0	NA
BLGH_05882	0	0.011	0
BLGH_05883	0.001	0.001	1
BLGH_05884	0.001	0.006	0.1667
BLGH_05885	0.01	0.028	0.3571
BLGH_05886	0.016	0.042	0.381
BLGH_05887	0.007	0.02	0.35
BLGH_05888	0.017	0.044	0.3864
BLGH_05889	0.004	0.014	0.2857
BLGH_05890	0.001	0.007	0.1429
BLGH_05891	0.032	0.053	0.6038
BLGH_05892	0	0.002	0
BLGH_05893	0.002	0	Inf
BLGH_05894	0	0	NA
BLGH_05895	0.002	0	Inf
BLGH_05898	0.028	0.057	0.4912
BLGH_05899	0.038	0.087	0.4368
BLGH_05900	0.031	0.04	0.775
BLGH_05902	0.001	0.002	0.5
BLGH_05903	0	0	NA
BLGH_05904	0	0	NA
BLGH_05905	0.002	0.004	0.5
BLGH_05906	0.003	0.004	0.75
BLGH_05907	0.001	0.002	0.5
BLGH_05908	0	0	NA
BLGH_05909	0	0	NA
BLGH_05910	0.006	0	Inf
BLGH_05911	0.003	0.005	0.6
BLGH_05912	0	0.016	0
BLGH_05913	0.004	0.004	1
BLGH_05914	0.012	0.022	0.5455
BLGH_05915	0.002	0.014	0.1429
BLGH_05916	0.003	0.012	0.25
BLGH_05917	0.001	0.003	0.3333
BLGH_05918	0	0.003	0
BLGH_05919	0.008	0.017	0.4706
BLGH_05920	0.002	0.006	0.3333
BLGH_05921	0	0.008	0
BLGH_05922	0	0.004	0
BLGH_05923	0.002	0.009	0.2222
BLGH_05924	0	0	NA
BLGH_05925	0.002	0	Inf
BLGH_05926	0.001	0.002	0.5
BLGH_05927	0.002	0	Inf
BLGH_05928	0	0.008	0
BLGH_05929	0	0	NA
BLGH_05930	0.001	0.002	0.5
BLGH_05931	0	0.003	0
BLGH_05932	0	0	NA
BLGH_05933	0.002	0	Inf
BLGH_05934	0	0	NA
BLGH_05935	0	0.007	0
BLGH_05936	0.002	0.004	0.5
BLGH_05937	0	0	NA
BLGH_05938	0.003	0.004	0.75
BLGH_05939	0.003	0.003	1
BLGH_05940	0.004	0.002	2
BLGH_05941	0.001	0.003	0.3333
BLGH_05942	0	0	NA
BLGH_05943	0	0	NA
BLGH_05944	0.001	0.002	0.5
BLGH_05945	0.002	0.002	1
BLGH_05946	0	0	NA
BLGH_05948	0.003	0	Inf
BLGH_05949	0	0	NA
BLGH_05950	0	0	NA
BLGH_05951	0	0.003	0
BLGH_05952	0	0	NA
BLGH_05953	0.002	0	Inf
BLGH_05954	0.001	0	Inf
BLGH_05955	0.001	0.006	0.1667
BLGH_05956	0	0	NA
BLGH_05957	0.003	0	Inf
BLGH_05958	0.003	0.003	1
BLGH_05959	0	0	NA
BLGH_05960	0	0	NA
BLGH_05961	0	0.006	0
BLGH_05962	0	0	NA
BLGH_05963	0.001	0	Inf
BLGH_05964	0	0.002	0
BLGH_05965	0.001	0	Inf
BLGH_05966	0	0	NA
BLGH_05967	0.001	0.003	0.3333
BLGH_05968	0	0.003	0
BLGH_05969	0	0.004	0
BLGH_05970	0.001	0.003	0.3333
BLGH_05971	0	0.003	0
BLGH_05972	0.002	0.004	0.5
BLGH_05973	0.001	0.008	0.125
BLGH_05974	0.002	0.003	0.6667
BLGH_05975	0.009	0	Inf
BLGH_05976	0	0.006	0
BLGH_05977	0	0.002	0
BLGH_05978	0	0	NA
BLGH_05979	0	0.006	0
BLGH_05980	0.002	0	Inf
BLGH_05981	0.002	0.008	0.25
BLGH_05982	0.002	0.001	2
BLGH_05984	0.004	0.019	0.2105
BLGH_05985	0	0.009	0
BLGH_05986	0.003	0.004	0.75
BLGH_05987	0	0	NA
BLGH_05988	0	0	NA
BLGH_05989	0	0.002	0
BLGH_05990	0	0.005	0
BLGH_05991	0	0.003	0
BLGH_05992	0	0	NA
BLGH_05993	0	0.002	0
BLGH_05994	0	0.005	0
BLGH_05995	0.003	0.002	1.5
BLGH_05996	0.001	0	Inf
BLGH_05997	0.001	0.002	0.5
BLGH_05998	0.001	0.005	0.2
BLGH_05999	0.024	0.011	2.1818
BLGH_06000	0	0.002	0
BLGH_06001	0	0.008	0
BLGH_06002	0	0.005	0
BLGH_06003	0.002	0	Inf
BLGH_06004	0.005	0.002	2.5
BLGH_06005	0	0	NA
BLGH_06006	0	0.01	0
BLGH_06007	0.005	0	Inf
BLGH_06008	0	0.01	0
BLGH_06009	0.002	0	Inf
BLGH_06010	0.002	0.004	0.5
BLGH_06011	0	0.003	0
BLGH_06012	0.002	0.014	0.1429
BLGH_06013	0	0.003	0
BLGH_06014	0.002	0.022	0.0909
BLGH_06015	0.003	0.014	0.2143
BLGH_06016	0	0.006	0
BLGH_06017	0.001	0.002	0.5
BLGH_06018	0.001	0.007	0.1429
BLGH_06019	0.003	0.002	1.5
BLGH_06020	0	0.011	0
BLGH_06021	0.003	0.009	0.3333
BLGH_06022	0.001	0.002	0.5
BLGH_06023	0	0	NA
BLGH_06024	0	0	NA
BLGH_06025	0.001	0.002	0.5
BLGH_06026	0	0	NA
BLGH_06027	0	0.002	0
BLGH_06028	0	0.021	0
BLGH_06029	0	0.005	0
BLGH_06030	0	0.01	0
BLGH_06031	0	0.011	0
BLGH_06032	0.001	0	Inf
BLGH_06033	0	0.008	0
BLGH_06034	0.002	0.007	0.2857
BLGH_06035	0.01	0.024	0.4167
BLGH_06036	0.004	0.02	0.2
BLGH_06037	0.008	0.03	0.2667
BLGH_06038	0.02	0.031	0.6452
BLGH_06039	0	0	NA
BLGH_06040	0.002	0.011	0.1818
BLGH_06041	0.001	0	Inf
BLGH_06042	0.002	0.003	0.6667
BLGH_06043	0.002	0.004	0.5
BLGH_06044	0.002	0.01	0.2
BLGH_06045	0.005	0.013	0.3846
BLGH_06046	0	0	NA
BLGH_06047	0.001	0.002	0.5
BLGH_06048	0.002	0.008	0.25
BLGH_06049	0.002	0	Inf
BLGH_06050	0.001	0	Inf
BLGH_06051	0	0.017	0
BLGH_06052	0	0.005	0
BLGH_06053	0	0	NA
BLGH_06054	0.001	0.046	0.0217
BLGH_06055	0	0	NA
BLGH_06056	0.001	0.003	0.3333
BLGH_06057	0.001	0.005	0.2
BLGH_06058	2.578	1.537	1.6773
BLGH_06059	0	0.007	0
BLGH_06060	0	0	NA
BLGH_06061	0	0.002	0
BLGH_06062	0	0.002	0
BLGH_06063	0	0	NA
BLGH_06064	0.001	0.005	0.2
BLGH_06065	0.001	0	Inf
BLGH_06066	0.002	0.002	1
BLGH_06067	0.01	0	Inf
BLGH_06068	0	0	NA
BLGH_06069	0.004	0.012	0.3333
BLGH_06070	0	0	NA
BLGH_06071	0	0	NA
BLGH_06072	0.001	0	Inf
BLGH_06073	0.006	0.01	0.6
BLGH_06074	0.028	0.076	0.3684
BLGH_06075	0.006	0.005	1.2
BLGH_06076	0	0	NA
BLGH_06077	0.002	0.004	0.5
BLGH_06078	0	0.003	0
BLGH_06079	0	0.004	0
BLGH_06080	0.002	0	Inf
BLGH_06081	0.002	0.016	0.125
BLGH_06082	0.003	0	Inf
BLGH_06084	0.003	0.004	0.75
BLGH_06085	0.008	0.02	0.4
BLGH_06086	0.002	0.005	0.4
BLGH_06087	0.002	0.019	0.1053
BLGH_06088	0.001	0.002	0.5
BLGH_06089	0.035	0.056	0.625
BLGH_06090	0	0.003	0
BLGH_06091	0.022	0.031	0.7097
BLGH_06092	0.002	0	Inf
BLGH_06093	0.001	0.004	0.25
BLGH_06094	0	0.004	0
BLGH_06095	0.002	0.005	0.4
BLGH_06096	0.002	0	Inf
BLGH_06097	0	0.008	0
BLGH_06098	0	0	NA
BLGH_06099	0.002	0.003	0.6667
BLGH_06100	0	0.004	0
BLGH_06101	0	0.007	0
BLGH_06102	0.002	0.004	0.5
BLGH_06103	0.009	0.011	0.8182
BLGH_06104	0	0.011	0
BLGH_06105	0	0.017	0
BLGH_06106	0.006	0.014	0.4286
BLGH_06107	0	0.006	0
BLGH_06108	0	0.005	0
BLGH_06109	0	0.004	0
BLGH_06110	0.001	0.002	0.5
BLGH_06111	0	0.005	0
BLGH_06112	0	0	NA
BLGH_06113	0.002	0.009	0.2222
BLGH_06114	0	0	NA
BLGH_06115	0.002	0.005	0.4
BLGH_06116	0.001	0.002	0.5
BLGH_06117	0.009	0	Inf
BLGH_06118	0.001	0.002	0.5
BLGH_06119	0.001	0	Inf
BLGH_06120	0	0.007	0
BLGH_06121	0	0.002	0
BLGH_06122	0.004	0.012	0.3333
BLGH_06123	0.003	0	Inf
BLGH_06124	0.004	0.018	0.2222
BLGH_06125	0.002	0.014	0.1429
BLGH_06126	0.002	0.009	0.2222
BLGH_06127	0	0	NA
BLGH_06128	0	0.003	0
BLGH_06129	0.004	0	Inf
BLGH_06130	0	0.004	0
BLGH_06131	0.002	0.004	0.5
BLGH_06132	0.003	0.018	0.1667
BLGH_06133	0.002	0	Inf
BLGH_06134	0.004	0.005	0.8
BLGH_06135	0	0	NA
BLGH_06136	0	0.004	0
BLGH_06138	0.002	0.003	0.6667
BLGH_06139	0.006	0	Inf
BLGH_06140	0.005	0	Inf
BLGH_06141	0	0.001	0
BLGH_06142	0.001	0.004	0.25
BLGH_06144	0.002	0	Inf
BLGH_06145	0.005	0.019	0.2632
BLGH_06146	0.002	0	Inf
BLGH_06147	0.002	0.004	0.5
BLGH_06148	0.001	0.004	0.25
BLGH_06149	0	0.003	0
BLGH_06150	0	0.003	0
BLGH_06151	0.001	0.004	0.25
BLGH_06152	0.002	0.003	0.6667
BLGH_06153	0	0.004	0
BLGH_06154	0	0.005	0
BLGH_06155	0.003	0.005	0.6
BLGH_06156	0.003	0	Inf
BLGH_06157	0.003	0.032	0.0938
BLGH_06158	0.003	0	Inf
BLGH_06159	0	0	NA
BLGH_06160	0	0.006	0
BLGH_06161	0.003	0.007	0.4286
BLGH_06162	0	0.006	0
BLGH_06163	0.004	0.006	0.6667
BLGH_06164	0.001	0.005	0.2
BLGH_06165	0	0.004	0
BLGH_06166	0.002	0.008	0.25
BLGH_06167	0.005	0.011	0.4545
BLGH_06168	0	0.003	0
BLGH_06169	0.001	0	Inf
BLGH_06170	0	0	NA
BLGH_06171	0	0.002	0
BLGH_06172	0.001	0	Inf
BLGH_06173	0.002	0	Inf
BLGH_06174	0.001	0.002	0.5
BLGH_06175	0	0.002	0
BLGH_06176	0	0.002	0
BLGH_06177	0	0	NA
BLGH_06178	0.006	0.009	0.6667
BLGH_06179	0	0	NA
BLGH_06180	0.002	0.034	0.0588
BLGH_06181	0.001	0.016	0.0625
BLGH_06182	0	0.002	0
BLGH_06183	0	0	NA
BLGH_06184	0.002	0.012	0.1667
BLGH_06185	0.002	0.012	0.1667
BLGH_06186	0.001	0.004	0.25
BLGH_06187	0.003	0.007	0.4286
BLGH_06188	0	0	NA
BLGH_06189	0.004	0.004	1
BLGH_06190	0.001	0	Inf
BLGH_06191	0.008	0.02	0.4
BLGH_06192	0.019	0.045	0.4222
BLGH_06193	0	0	NA
BLGH_06194	0.005	0.012	0.4167
BLGH_06195	0.007	0.006	1.1667
BLGH_06196	0.027	0.042	0.6429
BLGH_06197	0	0.002	0
BLGH_06198	0	0.005	0
BLGH_06199	0	0.003	0
BLGH_06200	0	0	NA
BLGH_06201	0.004	0.018	0.2222
BLGH_06202	0	0	NA
BLGH_06203	0.006	0.011	0.5455
BLGH_06204	0.006	0	Inf
BLGH_06205	0.002	0.005	0.4
BLGH_06206	0	0.004	0
BLGH_06207	0	0	NA
BLGH_06208	0	0	NA
BLGH_06209	0.009	0	Inf
BLGH_06210	0	0.002	0
BLGH_06211	0	0.01	0
BLGH_06212	0	0	NA
BLGH_06213	0.003	0.006	0.5
BLGH_06214	0.064	0.063	1.0159
BLGH_06215	0	0	NA
BLGH_06216	0.001	0.002	0.5
BLGH_06217	0	0	NA
BLGH_06218	0.001	0.011	0.0909
BLGH_06219	0	0	NA
BLGH_06220	0	0.004	0
BLGH_06221	0	0	NA
BLGH_06222	0	0.003	0
BLGH_06223	0.002	0	Inf
BLGH_06224	0.001	0.007	0.1429
BLGH_06225	0.004	0.012	0.3333
BLGH_06226	0	0.002	0
BLGH_06227	0.002	0.005	0.4
BLGH_06228	0.005	0.013	0.3846
BLGH_06229	0.001	0.002	0.5
BLGH_06230	0.003	0.008	0.375
BLGH_06231	0	0.006	0
BLGH_06232	0	0.002	0
BLGH_06233	0	0	NA
BLGH_06234	0	0	NA
BLGH_06235	0	0	NA
BLGH_06236	0.001	0.002	0.5
BLGH_06237	0	0.005	0
BLGH_06238	0	0	NA
BLGH_06239	0	0.006	0
BLGH_06240	0.002	0	Inf
BLGH_06241	0.001	0.007	0.1429
BLGH_06242	0.001	0.003	0.3333
BLGH_06243	0.002	0	Inf
BLGH_06244	0	0.001	0
BLGH_06246	0	0	NA
BLGH_06247	0.001	0.011	0.0909
BLGH_06248	0.002	0.009	0.2222
BLGH_06249	0	0	NA
BLGH_06250	0.002	0.004	0.5
BLGH_06251	0	0	NA
BLGH_06252	0	0.005	0
BLGH_06253	0	0.004	0
BLGH_06254	0.004	0.004	1
BLGH_06255	0.001	0.002	0.5
BLGH_06256	0	0.004	0
BLGH_06257	0.014	0.02	0.7
BLGH_06258	0.008	0.013	0.6154
BLGH_06259	0.01	0.018	0.5556
BLGH_06260	0.04	0.058	0.6897
BLGH_06261	0.028	0.063	0.4444
BLGH_06262	0.014	0.031	0.4516
BLGH_06263	0.001	0.002	0.5
BLGH_06264	0	0.002	0
BLGH_06265	0	0.002	0
BLGH_06266	0.001	0.005	0.2
BLGH_06267	0.002	0.004	0.5
BLGH_06268	0.001	0.006	0.1667
BLGH_06269	0.001	0.002	0.5
BLGH_06270	0.008	0.029	0.2759
BLGH_06271	0.002	0.009	0.2222
BLGH_06272	0.001	0.008	0.125
BLGH_06273	0.002	0.008	0.25
BLGH_06274	0.001	0.002	0.5
BLGH_06275	0.002	0.005	0.4
BLGH_06276	0.001	0.002	0.5
BLGH_06277	0.001	0	Inf
BLGH_06278	0	0	NA
BLGH_06279	0	0	NA
BLGH_06280	0	0.005	0
BLGH_06281	0.001	0.004	0.25
BLGH_06282	0	0.002	0
BLGH_06283	0	0.003	0
BLGH_06284	0	0	NA
BLGH_06286	0.006	0.02	0.3
BLGH_06287	0.003	0.003	1
BLGH_06288	0.001	0.003	0.3333
BLGH_06289	0.002	0.006	0.3333
BLGH_06290	0.311	0.386	0.8057
BLGH_06291	0.003	0.009	0.3333
BLGH_06292	0	0	NA
BLGH_06293	0	0.006	0
BLGH_06294	0	0.006	0
BLGH_06295	0.002	0.005	0.4
BLGH_06296	0.005	0.014	0.3571
BLGH_06297	0	0.008	0
BLGH_06298	0	0	NA
BLGH_06299	0.002	0	Inf
BLGH_06300	0.005	0.008	0.625
BLGH_06301	0.007	0.013	0.5385
BLGH_06302	0.001	0.002	0.5
BLGH_06303	0	0.007	0
BLGH_06304	0.002	0.006	0.3333
BLGH_06305	0.009	0.013	0.6923
BLGH_06306	0	0.007	0
BLGH_06307	0	0	NA
BLGH_06308	0.003	0.007	0.4286
BLGH_06309	1.82	4.207	0.4326
BLGH_06310	0.001	0.006	0.1667
BLGH_06311	0.001	0.007	0.1429
BLGH_06312	0.003	0.007	0.4286
BLGH_06313	0.002	0.014	0.1429
BLGH_06314	0	0.004	0
BLGH_06315	0	0	NA
BLGH_06316	0.002	0.004	0.5
BLGH_06317	0.083	0.058	1.431
BLGH_06318	0	0	NA
BLGH_06319	0.002	0	Inf
BLGH_06320	0	0	NA
BLGH_06321	0.002	0.003	0.6667
BLGH_06322	0.003	0.004	0.75
BLGH_06323	0.001	0.016	0.0625
BLGH_06324	0.005	0.008	0.625
BLGH_06325	0.026	0.058	0.4483
BLGH_06326	0	0	NA
BLGH_06327	0.006	0.015	0.4
BLGH_06328	0	0.004	0
BLGH_06329	0	0	NA
BLGH_06330	0	0.006	0
BLGH_06331	0.004	0	Inf
BLGH_06332	0	0.004	0
BLGH_06333	0.001	0	Inf
BLGH_06334	0.004	0.01	0.4
BLGH_06335	0.003	0.004	0.75
BLGH_06336	0	0.004	0
BLGH_06337	0.001	0.003	0.3333
BLGH_06338	0.001	0.005	0.2
BLGH_06339	0	0.007	0
BLGH_06340	0.019	0.029	0.6552
BLGH_06341	0.001	0	Inf
BLGH_06342	0.002	0	Inf
BLGH_06343	0.024	0.03	0.8
BLGH_06344	0.003	0.008	0.375
BLGH_06345	0	0.005	0
BLGH_06346	0	0.011	0
BLGH_06347	0.003	0	Inf
BLGH_06348	0	0.003	0
BLGH_06349	0.001	0.004	0.25
BLGH_06350	0.001	0.002	0.5
BLGH_06351	0	0	NA
BLGH_06352	0.092	0.089	1.0337
BLGH_06353	0.013	0.01	1.3
BLGH_06354	0.176	0.08	2.2
BLGH_06355	0	0.001	0
BLGH_06356	0.001	0.011	0.0909
BLGH_06357	0	0.008	0
BLGH_06358	0.002	0.002	1
BLGH_06359	0	0.012	0
BLGH_06360	0.002	0.006	0.3333
BLGH_06361	0	0.005	0
BLGH_06362	0.001	0.003	0.3333
BLGH_06363	0	0.002	0
BLGH_06364	0	0.013	0
BLGH_06365	0	0.002	0
BLGH_06366	0	0	NA
BLGH_06367	0	0	NA
BLGH_06368	0	0.004	0
BLGH_06369	0	0	NA
BLGH_06370	0	0.011	0
BLGH_06371	0.002	0.012	0.1667
BLGH_06372	0	0.008	0
BLGH_06373	0	0.019	0
BLGH_06374	0.01	0.006	1.6667
BLGH_06376	0.002	0	Inf
BLGH_06377	1.951	2.729	0.7149
BLGH_06378	0	0.004	0
BLGH_06379	0	0	NA
BLGH_06380	0.002	0.019	0.1053
BLGH_06381	0.005	0.015	0.3333
BLGH_06382	0.002	0	Inf
BLGH_06383	0	0.002	0
BLGH_06384	0.003	0	Inf
BLGH_06385	0	0.007	0
BLGH_06386	0	0	NA
BLGH_06387	0.004	0.004	1
BLGH_06388	0.001	0.004	0.25
BLGH_06389	0	0	NA
BLGH_06390	0.001	0.002	0.5
BLGH_06391	0	0.009	0
BLGH_06392	0	0	NA
BLGH_06393	0	0.009	0
BLGH_06394	0	0	NA
BLGH_06395	0.005	0.019	0.2632
